Casal2
Call: casal2 -e -c config_betadiff.csl2 
Date: Tue May 17 20:44:54 2022
Seed: 77094
Version: v22.05 (2022-05-16)
Copyright (c) 2017-2022, NIWA (www.niwa.co.nz)
Environment: User=marshc Machine=NIWA-1008960 OS=Windows_NT PID=9284


*objective_function[obj]
values {vector}
1998 stock 11 0 0.0451 0.0354693 0.00963074 19 0 74.547 5.48594
1998 stock 12 0 0.0398 0.028959 0.010841 19 0 74.547 3.81088
1998 stock 13 0 0.016 0.0250015 -0.00900148 19 0 74.547 3.52046
1998 stock 14 0 0.0307 0.0228061 0.0078939 19 0 74.547 2.3431
1998 stock 15 0 0.0117 0.0223188 -0.0106188 19 0 74.547 2.84985
1998 stock 16 0 0.0123 0.0205356 -0.00823563 19 0 74.547 2.21563
1998 stock 17 0 0.0147 0.016893 -0.002193 19 0 74.547 0.993975
1998 stock 18 0 0.0192 0.0129331 0.00626694 19 0 74.547 -0.120037
1998 stock 19 0 0.0247 0.0282642 -0.00356418 19 0 74.547 4.14584
1999 stock 3 0 0.1308 0.0706745 0.0601255 17 0 66.6999 10.3111
1999 stock 4 0 0.1072 0.090832 0.016368 17 0 66.6999 16.1835
1999 stock 5 0 0.1112 0.117508 -0.00630838 17 0 66.6999 23.2187
1999 stock 6 0 0.0771 0.118578 -0.0414778 17 0 66.6999 26.0482
1999 stock 7 0 0.06 0.132441 -0.0724415 17 0 66.6999 32.2903
1999 stock 8 0 0.112 0.131656 -0.0196562 17 0 66.6999 27.1752
1999 stock 9 0 0.0669 0.0864662 -0.0195662 17 0 66.6999 17.2888
1999 stock 10 0 0.0692 0.0502025 0.0189975 17 0 66.6999 7.30998
1999 stock 11 0 0.037 0.0372159 -0.000215873 17 0 66.6999 5.1592
1999 stock 12 0 0.0382 0.0292809 0.00891909 17 0 66.6999 3.09244
1999 stock 13 0 0.0227 0.0233934 -0.000693444 17 0 66.6999 2.0042
1999 stock 14 0 0.0204 0.0198452 0.000554827 17 0 66.6999 1.14794
1999 stock 15 0 0.0032 0.0177824 -0.0145824 17 0 66.6999 0.987757
1999 stock 16 0 0.0305 0.0168831 0.0136169 17 0 66.6999 0.379649
1999 stock 17 0 0.0191 0.0152755 0.00382448 17 0 66.6999 0.0641061
1999 stock 18 0 0.0279 0.0124884 0.0154116 17 0 66.6999 -0.476349
1999 stock 19 0 0.0668 0.0294762 0.0373238 17 0 66.6999 2.60023
2000 stock 3 0 0.0751 0.0692701 0.00582991 31 0 121.629 28.6177
2000 stock 4 0 0.0821 0.0776607 0.00443933 31 0 121.629 32.6834
2000 stock 5 0 0.0855 0.0962734 -0.0107734 31 0 121.629 43.1344
2000 stock 6 0 0.0724 0.1182 -0.0457999 31 0 121.629 58.6584
2000 stock 7 0 0.0813 0.117443 -0.0361432 31 0 121.629 56.6347
2000 stock 8 0 0.1222 0.124195 -0.00199469 31 0 121.629 55.1259
2000 stock 9 0 0.0921 0.11722 -0.0251197 31 0 121.629 54.8416
2000 stock 10 0 0.0678 0.0773855 -0.00958548 31 0 121.629 34.1363
2000 stock 11 0 0.0684 0.0444444 0.0239556 31 0 121.629 15.6247
2000 stock 12 0 0.0507 0.0313785 0.0193215 31 0 121.629 9.96462
2000 stock 13 0 0.0308 0.0241983 0.00660169 31 0 121.629 7.40428
2000 stock 14 0 0.0599 0.0189592 0.0409408 31 0 121.629 3.83429
2000 stock 15 0 0.0231 0.0157395 0.00736047 31 0 121.629 3.41155
2000 stock 16 0 0.0198 0.0138007 0.00599931 31 0 121.629 2.5613
2000 stock 17 0 0.0227 0.0126991 0.0100009 31 0 121.629 1.9432
2000 stock 18 0 0.0031 0.0112595 -0.00815946 31 0 121.629 2.01699
2000 stock 19 0 0.0429 0.0298737 0.0130263 31 0 121.629 9.64381
2001 stock 3 0 0.0097 0.0470037 -0.0373037 23 0 90.2411 17.1306
2001 stock 4 0 0.0587 0.077192 -0.018492 23 0 90.2411 23.4306
2001 stock 5 0 0.0832 0.0845305 -0.0013305 23 0 90.2411 24.2658
2001 stock 6 0 0.0623 0.101198 -0.0388981 23 0 90.2411 33.462
2001 stock 7 0 0.1438 0.118145 0.0256553 23 0 90.2411 33.0507
2001 stock 8 0 0.1161 0.115232 0.000867903 23 0 90.2411 33.946
2001 stock 9 0 0.1212 0.115886 0.00531376 23 0 90.2411 33.802
2001 stock 10 0 0.1086 0.104944 0.00365635 23 0 90.2411 30.4286
2001 stock 11 0 0.1065 0.069767 0.036733 23 0 90.2411 17.1607
2001 stock 12 0 0.0692 0.0399658 0.0292342 23 0 90.2411 8.28186
2001 stock 13 0 0.02 0.0270107 -0.00701075 23 0 90.2411 5.86514
2001 stock 14 0 0.0245 0.020317 0.00418299 23 0 90.2411 3.03011
2001 stock 15 0 0.0056 0.0156324 -0.0100324 23 0 90.2411 2.0092
2001 stock 16 0 0.0138 0.0126793 0.00112065 23 0 90.2411 0.550384
2001 stock 17 0 0.0226 0.0108597 0.0117403 23 0 90.2411 -0.0639537
